"·         Here's a more aggressive version of the scenario, while avoiding explicit sexual content:"
"·         chloe,lottie,1223,""Boys in our class are total losers. We need some real men."",January 18 at 8:23pm,55"
"·         lottie,chloe,1233,""For real. Let's ditch these lame kids and find some older guys."",January 18 at 8:33pm,56"
"·         chloe,lottie,1240,""Hell yeah! Time to have some actual fun."",January 18 at 8:40pm,47"
"·         lottie,chloe,14342,""Holy shit, I hooked up with this hot older dude tonight!"",January 27 at 11:02pm,36"
"·         chloe,lottie,14346,""No way! Spill!"",January 27 at 11:06pm,13"
"·         lottie,chloe,14350,""He caught me sneaking out and offered me a ride. Things got intense."",January 27 at 11:10pm,74"
"·         chloe,lottie,14354,""Damn girl! How old is he?"",January 27 at 11:14pm,17"
"·         lottie,chloe,14356,""18, but he looks way older. Such a bad boy."",January 27 at 11:16pm,73"
"·         lottie,chloe,15001,""Guess who just added me on social? That hottie from last night!"",January 28 at 10:01am,73"
"·         chloe,lottie,15004,""No effing way! What are you gonna do?"",January 28 at 10:04am,30"
"·         lottie,chloe,15007,""Accept it, duh! Time to have some real fun."",January 28 at 10:07am,20"
"·         chloe,lottie,15010,""Girl, you're wild. Be careful though."",January 28 at 10:10am,19"
"·         lottie,chloe,15012,""Whatever, mom. He's barely older than us. Stop worrying."",January 28 at 10:12am,110"
"·         chloe,lottie,15015,""If you say so. Just don't do anything stupid."",January 28 at 10:15am,25"
"·         lottie,chloe,15018,""Chill out. I can handle myself."",January 28 at 10:18am,103"
"·         chloe,lottie,15022,""Alright, alright. Have fun I guess."",January 28 at 10:22am,34"
"·         jack,lottie,15345,""Hey sexy, you make it home ok last night?"",January 28 at 3:45pm,40"
"·         lottie,jack,15356,""Yeah, thanks for the ride handsome."",January 28 at 3:56pm,54"
"·         jack,lottie,15361,""Cool. Wanna hang out again soon?"",January 28 at 4:01pm,44"
"·         lottie,jack,15370,""Can't. Babysitting my annoying little brother."",January 28 at 4:10pm,75"
"·         jack,lottie,15373,""Lame. Ditch the brat and come party with me."",January 28 at 4:13pm,89"
"·         lottie,jack,15380,""I wish. Maybe next time."",January 28 at 4:20pm,18"
"·         jack,lottie,15383,""For sure. Can't wait to see that hot body again."",January 28 at 4:23pm,65"
"·         lottie,chloe,15387,""Jack messaged me!"",January 28 at 4:27pm,23"
"·         chloe,lottie,15395,""What'd he say? Anything juicy?"",January 28 at 4:35pm,22"
"·         lottie,chloe,15399,""He wants to hang out again. Says he can't wait to see my body!"",January 28 at 4:39pm,83"
"·         chloe,lottie,15403,""Whoa, that's pretty forward. You okay with that?"",January 28 at 4:43pm,22"
"·         lottie,chloe,15410,""Hell yeah, he's so hot. Way better than stupid boys our age."",January 28 at 4:50pm,115"
"·         chloe,lottie,15415,""I guess. Just be careful, okay? Where you meeting him?"",January 28 at 4:55pm,133"
"·         lottie,chloe,15421,""Not sure yet. But who cares, I'm so ready for this!"",January 28 at 5:01pm,72"
"·         jack,lottie,16435,""Morning beautiful. Thinking about you."",January 29 at 9:55am,39"
"·         lottie,jack,16445,""Hey there handsome."",January 29 at 10:05am,22"
